HANDLER_ID,REPORT_CYCLE,BR_GENERATOR,BR_TSDF,BR_GENERATE_TONS,BR_MANAGE_TONS,BR_SHIP_TONS,BR_RECEIVE_TONS,HD_GENERATOR,HD_GENERATOR_CONF,HD_TSDF,HD_TSDF_CONF
IAD073489288,2015,L,N,171.9812,0,170.0997,0,L,FALSE,N,FALSE
IAD073489288,2017,L,N,184.542,0,183.331,0,L,FALSE,N,FALSE
IAD073489288,2019,L,N,181.287,0,188.893,0,L,FALSE,N,FALSE
IAD073489288,2021,L,N,190.88,0,187.554,0,L,FALSE,N,FALSE
IAD073489288,2023,L,N,180.2205,0,177.259,0,L,FALSE,N,FALSE
IAD073489726,2015,L,N,72.214,0,72.414,0,L,FALSE,N,FALSE
IAD073489726,2017,L,N,91.3081339,0,78.4491339,0,L,FALSE,N,FALSE
IAD073489726,2019,L,N,84.791,0,84.791,0,L,FALSE,N,FALSE
IAD073489726,2021,L,N,42.3145,0,42.3145,0,L,FALSE,N,FALSE
IAD073489726,2023,L,N,89.7864985,0,89.7864985,0,L,FALSE,N,FALSE
IAD075846824,2015,L,N,791.8555,0,791.8555,0,L,FALSE,N,FALSE
IAD075846824,2017,L,N,442.748,0,442.745,0,L,FALSE,N,FALSE
IAD075846824,2019,L,N,349.0445,0,349.0445,0,L,FALSE,N,FALSE
IAD075846824,2021,L,N,391.6859416,0,391.6859416,0,L,FALSE,N,FALSE
IAD075846824,2023,L,N,433.3085425,0,433.3085425,0,L,FALSE,N,FALSE
IAD078096732,2015,L,N,182.7915,0,182.7965,0,L,FALSE,N,FALSE
IAD078096732,2017,L,N,245.895,0,245.895,0,L,FALSE,N,FALSE
IAD078096732,2019,L,N,231.066,0,231.066,0,L,FALSE,N,FALSE
IAD078096732,2021,L,N,239.253,0,239.253,0,L,FALSE,N,FALSE
IAD078096732,2023,L,N,150.882,0,150.882,0,L,FALSE,N,FALSE
IAD087132023,2015,L,Y,34.8,5.0625,34.8,0,L,FALSE,N,FALSE
IAD087132023,2017,N,Y,11.8,21.6,31,0,L,FALSE,N,FALSE
IAD087132023,2019,L,Y,43.8,6.2,43.8,0,L,FALSE,N,FALSE
IAD087132023,2021,L,N,35.6535,0,35.6535,0,L,FALSE,N,FALSE
IAD087132023,2023,L,N,31.89224,0,31.89224,0,L,FALSE,N,FALSE
IAD089570063,2015,L,N,34,0,34,0,L,FALSE,N,FALSE
IAD089570063,2017,L,N,27.2,0,27.2,0,L,FALSE,N,FALSE
IAD089570063,2019,L,N,123.508,0,123.508,0,L,FALSE,N,FALSE
IAD089570063,2021,L,N,33.6135,0,33.6135,0,L,FALSE,N,FALSE
IAD089570063,2023,L,N,31.2,0,31.2,0,L,FALSE,N,FALSE
IAD089979058,2015,L,N,48.357,0,48.357,0,L,FALSE,N,FALSE
IAD089979058,2017,L,N,22.177,0,22.177,0,L,FALSE,N,FALSE
IAD089979058,2019,L,N,24.5035,0,24.5035,0,L,FALSE,N,FALSE
IAD089979058,2021,L,N,17.7567715,0,17.7572715,0,L,FALSE,N,FALSE
IAD089979058,2023,L,N,13.434,0,13.434,0,L,FALSE,N,FALSE
IAD091385294,2015,L,N,140.0445,0,141.712,0,L,FALSE,N,FALSE
IAD091385294,2017,L,N,121.3805,0,124.4695,0,L,FALSE,N,FALSE
IAD091385294,2019,L,N,137.709,0,143.5725,0,L,FALSE,N,FALSE
IAD091385294,2021,L,N,156.775,0,158.2795,0,L,FALSE,N,FALSE
IAD091385294,2023,L,N,120.933,0,120.933,0,L,FALSE,N,FALSE
IAD096526108,2015,L,N,128.3655,0,113.235,0,L,FALSE,N,FALSE
IAD096526108,2017,L,N,177.174,0,175.4025,0,L,FALSE,N,FALSE
IAD096526108,2019,L,N,333.7375891,0,331.9590891,0,L,FALSE,N,FALSE
IAD096526108,2021,L,N,147.2138112,0,147.2138112,0,L,FALSE,N,FALSE
IAD096526108,2023,L,N,132.903,0,132.903,0,L,FALSE,N,FALSE
IAD096526298,2015,L,N,55.9748958,0,56.2845288,0,L,FALSE,N,FALSE
IAD096526298,2017,L,N,77.8406186,0,77.8406186,0,L,FALSE,N,FALSE
IAD096526298,2019,L,N,65.378,0,65.378,0,L,FALSE,N,FALSE
IAD096526298,2021,L,N,33.9435,0,33.9435,0,L,FALSE,N,FALSE
IAD096526298,2023,L,N,37.20895,0,37.20895,0,L,FALSE,N,FALSE
IAD098027592,2015,L,Y,322.381,0,478.055,150.2515,L,FALSE,Y,FALSE
IAD098027592,2017,L,Y,241.0155,0,364.7755,118.5275,L,FALSE,Y,FALSE
IAD098027592,2019,L,Y,184.317,0,296.0705,107.88,L,FALSE,Y,FALSE
IAD098027592,2021,L,Y,86.0165,0,158.2365,68.756,L,FALSE,Y,FALSE
IAD098027592,2023,L,Y,136.1952806,0,231.3082644,93.994,L,FALSE,Y,FALSE
IAD980964316,2015,L,N,140.56925,0,140.56925,0,S,FALSE,N,FALSE
IAD980964316,2017,L,N,26.18165,0,26.20647,0,S,FALSE,N,FALSE
IAD980964316,2019,L,N,321.17007,0,321.17009,0,S,FALSE,N,FALSE
IAD980964316,2021,L,N,764.662605,0,763.962605,0,L,FALSE,N,FALSE
IAD980964316,2023,L,N,460.4305,0,451.6195002,0,L,FALSE,N,FALSE
IAD981504780,2015,L,N,265.28,0,265.28,0,L,FALSE,N,FALSE
IAD981504780,2017,L,N,179.03,0,179.03,0,L,FALSE,N,FALSE
IAD981504780,2019,L,N,271.97,0,271.97,0,L,FALSE,N,FALSE
IAD981504780,2021,L,N,166.4542518,0,166.4542518,0,L,FALSE,N,FALSE
IAD981504780,2023,L,N,60.0020401,0,60.0020401,0,L,FALSE,N,FALSE
IAD981506934,2015,L,Y,337.8728,10.197275,327.6755,0,L,FALSE,N,FALSE
IAD981506934,2017,L,N,393.9,0,393.9,0,L,FALSE,N,FALSE
IAD981506934,2019,L,Y,444.7965,1.233,443.5535,0,L,FALSE,N,FALSE
IAD981506934,2021,L,N,315.392,0,315.392,0,L,FALSE,N,FALSE
IAD981506934,2023,L,N,285.004,0,285.004,0,L,FALSE,N,FALSE
IAD981718000,2015,L,Y,198.9865,0,266.0665,63.3165,L,FALSE,Y,FALSE
IAD981718000,2017,L,Y,200.357,0,263.263,60.8855,L,FALSE,Y,FALSE
IAD981718000,2019,L,Y,234.771,0,308.8485,72.8805,L,FALSE,Y,FALSE
IAD981718000,2021,L,Y,155.524,0,232.351,77.1805,L,FALSE,Y,FALSE
IAD981718000,2023,L,Y,157.295073,0,246.1865203,83.448,L,FALSE,Y,FALSE
IAD981718141,2015,L,N,20.6215,0,19.1775,0,L,FALSE,N,FALSE
IAD981718141,2017,L,N,20.9425,0,20.972,0,L,FALSE,N,FALSE
IAD981718141,2019,L,N,20.333,0,20.5185,0,L,FALSE,N,FALSE
IAD981718141,2021,L,N,17.874,0,17.36,0,L,FALSE,N,FALSE
IAD981718141,2023,L,N,19.406,0,23.116,0,L,FALSE,N,FALSE
IAD981719909,2015,L,N,33.651,0,33.651,0,L,FALSE,N,FALSE
IAD981719909,2017,L,N,38.9515,0,38.9515,0,L,FALSE,N,FALSE
IAD981719909,2019,L,N,17.55,0,17.55,0,L,FALSE,N,FALSE
IAD981719909,2021,L,N,21.9305,0,21.9305,0,L,FALSE,N,FALSE
IAD981719909,2023,L,N,21.7,0,21.7,0,L,FALSE,N,FALSE
IAD984566794,2015,L,N,20.6935,0,19.735,0,L,FALSE,N,FALSE
IAD984566794,2017,L,N,17.434,0,15.098,0,L,FALSE,N,FALSE
IAD984566794,2019,L,N,19.091,0,17.108,0,L,FALSE,N,FALSE
IAD984566794,2021,L,N,20.6625,0,19.622,0,L,FALSE,N,FALSE
IAD984566794,2023,L,N,26.812,0,23.957,0,L,FALSE,N,FALSE
IAD984591487,2015,L,N,82.1685,0,82.1685,0,L,FALSE,N,FALSE
IAD984591487,2017,L,N,79.066,0,79.066,0,L,FALSE,N,FALSE
IAD984591487,2019,L,N,284.1415,0,284.1415,0,L,FALSE,N,FALSE
IAD984591487,2021,L,N,86.8,0,86.8,0,L,FALSE,N,FALSE
IAD984591487,2023,L,N,67.7325,0,67.7325,0,L,FALSE,N,FALSE
IAD984591891,2015,L,N,10722.5515,0,10693.437,0,L,FALSE,N,FALSE
IAD984591891,2017,L,N,12044.389,0,12033.5415,0,L,FALSE,N,FALSE
IAD984591891,2019,L,N,7592.0695,0,7501.1505,0,L,FALSE,N,FALSE
IAD984591891,2021,L,N,7637.4634999,0,7657.2815,0,L,FALSE,N,FALSE
IAD984591891,2023,L,N,5093.3005,0,5150.611,0,L,FALSE,N,FALSE
IAD984621383,2015,L,N,56.0205,0,56.0205,0,L,FALSE,N,FALSE
IAD984621383,2017,L,N,41.8705,0,41.8705,0,L,FALSE,N,FALSE
IAD984621383,2019,L,N,48.3635,0,48.3635,0,L,FALSE,N,FALSE
IAD984621383,2021,L,N,42.6505,0,42.6505,0,L,FALSE,N,FALSE
IAD984621383,2023,L,N,58.4081581,0,58.4081581,0,L,FALSE,N,FALSE
IAD984621920,2015,L,N,1925.1504612,0,1415.9578006,0,L,FALSE,N,FALSE
IAD984621920,2017,L,N,809.0522535,0,809.0522535,0,L,FALSE,N,FALSE
IAD984621920,2019,L,N,822.5785,0,822.5785,0,L,FALSE,N,FALSE
IAD984621920,2021,L,N,922.9764791,0,922.9764791,0,L,FALSE,N,FALSE
IAD984621920,2023,L,N,891.6135,0,891.6135,0,L,FALSE,N,FALSE
IAR000000216,2015,L,N,19311.12,0,19311.12,0,L,FALSE,N,FALSE
IAR000000216,2017,L,N,21101,0,21101,0,L,FALSE,N,FALSE
IAR000000216,2019,L,N,18399.2775,0,18399.2775,0,L,FALSE,N,FALSE
IAR000000216,2021,L,N,21055,0,21055,0,L,FALSE,N,FALSE
IAR000000216,2023,L,N,22267,0,22267,0,L,FALSE,N,FALSE
IAR000004259,2015,L,N,41.98,0,41.98,0,L,FALSE,N,FALSE
IAR000004259,2017,L,N,47.9530992,0,47.9530992,0,L,FALSE,N,FALSE
IAR000004259,2019,L,N,41.817,0,41.817,0,L,FALSE,N,FALSE
IAR000004259,2021,L,N,129.9525,0,129.9525,0,L,FALSE,N,FALSE
IAR000004259,2023,L,N,69.906,0,69.906,0,L,FALSE,N,FALSE
IAR000005710,2015,L,Y,934.1485,509.532,424.6165,0,L,FALSE,N,FALSE
IAR000005710,2017,L,Y,1185.9831514,586.66,599.6272068,0,L,FALSE,N,FALSE
IAR000005710,2019,L,Y,854.2295,545.716,308.5135,0,L,FALSE,N,FALSE
IAR000005710,2021,L,Y,1176.8,951.432,491.335,0,L,FALSE,N,FALSE
IAR000005710,2023,L,Y,1278.3455,834.844,443.5015,0,L,FALSE,N,FALSE
IAR000005785,2015,N,Y,12.2,2.75,12.2,0,S,FALSE,N,FALSE
IAR000005785,2017,N,Y,11.8,35,11.8,0,L,FALSE,N,FALSE
IAR000005785,2019,L,Y,31.6,14.4,17.2,0,L,FALSE,N,FALSE
IAR000005785,2021,L,N,35.65,0,35.65,0,L,FALSE,N,FALSE
IAR000005785,2023,L,N,19.266055,0,19.266055,0,L,FALSE,N,FALSE
IAR000006577,2015,L,N,72.87475,0,72.87475,0,L,FALSE,N,FALSE
IAR000006577,2017,L,N,65.965,0,65.965,0,L,FALSE,N,FALSE
IAR000006577,2019,L,N,71.944,0,72.3005,0,L,FALSE,N,FALSE
IAR000006577,2021,L,N,69.989,0,69.989,0,L,FALSE,N,FALSE
IAR000006577,2023,L,N,89.2775,0,89.2775,0,L,FALSE,N,FALSE
IAR000007013,2015,L,N,229.2635,0,229.2635,0,L,FALSE,N,FALSE
IAR000007013,2017,L,N,300.56784,0,300.56784,0,L,FALSE,N,FALSE
IAR000007013,2019,L,N,307.85474,0,307.85474,0,L,FALSE,N,FALSE
IAR000007013,2021,L,N,245.278715,0,245.278715,0,L,FALSE,N,FALSE
IAR000007013,2023,L,N,302.145085,0,302.145085,0,L,FALSE,N,FALSE
IAR000007377,2015,L,N,251.9695,0,251.9695,0,L,FALSE,N,FALSE
IAR000007377,2017,L,N,358.8005,0,358.8005,0,L,FALSE,N,FALSE
IAR000007377,2019,L,N,488.1125,0,488.1125,0,L,FALSE,N,FALSE
IAR000007377,2021,L,Y,454.7175,121.0575,454.7175,0,L,FALSE,N,FALSE
IAR000007377,2023,L,N,682.3275,0,682.3275,0,L,FALSE,N,FALSE
IAR000008300,2015,L,N,18.0406134,0,18.0406134,0,L,FALSE,N,FALSE
IAR000008300,2017,L,N,16.2455,0,16.2455,0,L,FALSE,N,FALSE
IAR000008300,2019,L,N,33.3554,0,33.3554,0,L,FALSE,N,FALSE
IAR000008300,2021,L,N,39.5655,0,39.5655,0,L,FALSE,N,FALSE
IAR000008300,2023,L,N,61.2085,0,61.2085,0,L,FALSE,N,FALSE
IAR000500801,2015,L,N,0.6545,0,0.6545,0,L,FALSE,N,FALSE
IAR000500801,2017,L,Y,0.8405,0,0.8405,0.0105,L,FALSE,N,FALSE
IAR000500801,2019,L,N,0.3105,0,0.3105,0,L,TRUE,N,FALSE
IAR000500801,2021,L,N,0.2945,0,0.2945,0,N,FALSE,N,FALSE
IAR000500801,2023,L,N,0.277,0,0.277,0,VS,FALSE,N,FALSE
IAR000502898,2015,L,N,57.2680342,0,57.2680342,0,L,FALSE,N,FALSE
IAR000502898,2017,L,N,32.8372902,0,31.3162902,0,L,FALSE,N,FALSE
IAR000502898,2019,L,N,29.4015,0,29.4015,0,L,FALSE,N,FALSE
IAR000502898,2021,L,N,33.1113403,0,33.1113403,0,L,FALSE,N,FALSE
IAR000502898,2023,L,N,35.537,0,35.537,0,L,FALSE,N,FALSE
IAR000510651,2015,L,N,68.966,0,68.966,0,L,FALSE,N,FALSE
IAR000510651,2017,L,Y,61.624,0.475,61.149,0,L,FALSE,N,FALSE
IAR000510651,2019,L,Y,68.362,3.285,68.362,0,L,FALSE,N,FALSE
IAR000510651,2021,L,N,41.5405,0,41.5405,0,L,FALSE,N,FALSE
IAR000510651,2023,L,N,35.044,0,35.044,0,L,FALSE,N,FALSE
IAR000518142,2015,L,N,2010.3565,0,2010.3565,0,L,FALSE,N,FALSE
IAR000518142,2017,L,N,2586.0525,0,2542.6425,0,L,FALSE,N,FALSE
IAR000518142,2019,L,N,3243.075,0,3243.075,0,L,FALSE,N,FALSE
IAR000518142,2021,L,N,2718.3765,0,2718.3765,0,L,FALSE,N,FALSE
IAR000518142,2023,L,N,4493.674,0,4493.674,0,L,FALSE,N,FALSE
IAR000519736,2015,L,N,15.708,0,14.0775,0,S,TRUE,N,FALSE
IAR000519736,2017,L,N,69.7785,0,63.5785,0,L,FALSE,N,FALSE
IAR000519736,2019,L,N,81.1175,0,81.1175,0,L,FALSE,N,FALSE
IAR000519736,2021,L,N,74.03,0,74.03,0,L,FALSE,N,FALSE
IAR000519736,2023,L,N,89.6355,0,89.6355,0,L,FALSE,N,FALSE
IAT200010015,2015,L,N,78.1505,0,78.1505,0,L,FALSE,N,FALSE
IAT200010015,2017,L,N,87.396485,0,84.403,0,L,FALSE,N,FALSE
IAT200010015,2019,L,N,77.2939322,0,77.2939322,0,L,FALSE,N,FALSE
IAT200010015,2021,L,N,85.3580187,0,85.3580187,0,L,FALSE,N,FALSE
IAT200010015,2023,L,N,81.3124342,0,81.3124342,0,L,FALSE,N,FALSE
IAT200010924,2015,N,Y,8.3945397,1.95418,44.7028205,44.6456782,L,FALSE,Y,FALSE
IAT200010924,2017,L,Y,17.1220352,0.9850828,62.4768746,43.3171993,L,FALSE,Y,FALSE
IAT200010924,2019,N,Y,11.9241915,0.0539122,52.4227419,42.7561376,L,FALSE,Y,FALSE
IAT200010924,2021,N,Y,9.8213945,0.3380262,48.0394249,41.8122881,L,FALSE,Y,FALSE
IAT200010924,2023,N,Y,12.5134775,0.1508219,40.637023,41.237445,L,FALSE,Y,FALSE
ID0000309583,2015,L,N,84.993,0,84.299,0,L,FALSE,N,FALSE
ID0000309583,2017,L,N,110.423,0,109.926,0,L,FALSE,N,FALSE
ID0000309583,2019,L,N,114.3395,0,115.2485,0,L,FALSE,N,FALSE
ID0000309583,2021,L,N,143.067,0,143.6315,0,L,FALSE,N,FALSE
ID0000309583,2023,L,N,139.791,0,130.2245,0,L,FALSE,N,FALSE
ID4890008952,2015,L,Y,1729.028436,3481.5182723,1470.3587782,0,L,FALSE,Y,FALSE
ID4890008952,2017,L,Y,1204.7762123,3282.7073959,2399.4380668,0,L,FALSE,Y,FALSE
ID4890008952,2019,L,Y,239.7618803,18.2765982,1468.4400623,0,L,FALSE,Y,FALSE
ID4890008952,2021,L,Y,176.968355,54.257095,852.903955,0,L,FALSE,Y,FALSE
ID4890008952,2023,L,Y,458.2374143,6.2100648,2504.0764949,0,L,FALSE,Y,FALSE
IDD009066481,2015,L,N,937.436,0,922.6545,0,L,FALSE,N,FALSE
IDD009066481,2017,L,N,934.5075,0,932.8155,0,L,FALSE,N,FALSE
IDD009066481,2019,L,N,947.437,0,935.4165,0,L,FALSE,N,FALSE
IDD009066481,2021,L,N,1045.7615,0,1032.5995,0,L,FALSE,N,FALSE
IDD009066481,2023,L,N,818.465,0,812.086,0,L,FALSE,N,FALSE
IDD009073511,2015,L,N,68.6009999,0,71.0985,0,L,FALSE,N,FALSE
IDD009073511,2017,L,N,36.277,0,32.4135,0,L,FALSE,N,FALSE
IDD009073511,2019,L,N,192.172,0,182.601,0,L,FALSE,N,FALSE
IDD009073511,2021,L,N,84.7625,0,82.5995,0,L,FALSE,N,FALSE
IDD009073511,2023,L,N,46.907,0,131.138,0,L,FALSE,N,FALSE
IDD053798104,2015,L,N,91.259,0,90.969,0,L,FALSE,N,FALSE
IDD053798104,2017,L,N,112.652,0,121.029,0,L,FALSE,N,FALSE
IDD053798104,2019,L,N,115.0905,0,107.7085,0,L,FALSE,N,FALSE
IDD053798104,2021,L,N,99.3565,0,85.7815,0,L,FALSE,N,FALSE
IDD053798104,2023,L,N,112.107,0,103.969,0,L,FALSE,N,FALSE
IDD073114654,2015,L,Y,1480.585,21921.73525,11.7235,20792.05875,L,FALSE,Y,FALSE
IDD073114654,2017,L,Y,3157.138,27007.39164,16.88251,23883.517645,L,FALSE,Y,FALSE
IDD073114654,2019,L,Y,1211.81,7184.91865,53.4015,6016.55123,L,FALSE,Y,FALSE
IDD073114654,2021,L,Y,18.842,22966.867,615.735,23280.1465,L,FALSE,Y,FALSE
IDD073114654,2023,L,Y,636.251326,30987.55759,1093.51569,32035.014881,L,FALSE,Y,FALSE
IDD081830994,2015,L,N,37.7525,0,38.3315,0,L,FALSE,N,FALSE
IDD081830994,2017,L,N,21.86,0,19.307,0,L,FALSE,N,FALSE
IDD081830994,2019,L,N,18.2965,0,20.168,0,L,FALSE,N,FALSE
IDD081830994,2021,L,N,108.4825,0,105.1415,0,L,FALSE,N,FALSE
IDD081830994,2023,L,N,24.3015,0,24.3015,0,L,FALSE,N,FALSE
IDD093120871,2015,L,N,638.8345,0,642.364,0,L,FALSE,N,FALSE
IDD093120871,2017,L,N,622.4805,0,624.661,0,L,FALSE,N,FALSE
IDD093120871,2019,L,N,677.8325,0,695.7365,0,L,FALSE,N,FALSE
IDD093120871,2021,L,N,547.1345,0,549.3625,0,L,FALSE,N,FALSE
IDD093120871,2023,L,N,596.3245,0,599.391,0,L,FALSE,N,FALSE
IDD981770498,2015,L,Y,35.3835,0,154.4275,114.5205,L,FALSE,Y,FALSE
IDD981770498,2017,L,Y,44.521,0,139.9635,101.0965,L,FALSE,Y,FALSE
IDD981770498,2019,L,Y,72.305,0,185.238,109.5325,L,FALSE,Y,FALSE
IDD981770498,2021,L,Y,78.803,0,189.322,106.85,L,FALSE,Y,FALSE
IDD981770498,2023,L,Y,67.8455,0,175.137,105.051,L,FALSE,Y,FALSE
IDD984666669,2015,L,N,29.6025,0,29.7795,0,L,FALSE,N,FALSE
IDD984666669,2017,L,N,21.719,0,24.31,0,L,FALSE,N,FALSE
IDD984666669,2019,L,N,29.914,0,29.5805,0,L,FALSE,N,FALSE
IDD984666669,2021,L,N,26.4815,0,23.2745,0,L,FALSE,N,FALSE
IDD984666669,2023,L,N,34.01,0,37.878,0,L,FALSE,N,FALSE
IDD984669424,2015,L,N,539.2415,0,539.4055,0,L,FALSE,N,FALSE
IDD984669424,2017,L,N,204.1314999,0,194.5835,0,L,FALSE,N,FALSE
IDD984669424,2019,L,N,141.0355,0,142.221,0,L,FALSE,N,FALSE
IDD984669424,2021,L,N,308.2105,0,320.6005,0,L,FALSE,N,FALSE
IDD984669424,2023,L,N,202.739,0,215.061,0,L,FALSE,N,FALSE
IDR000003566,2015,L,N,25.811,0,24.7445,0,S,FALSE,N,FALSE
IDR000003566,2017,L,N,20.712,0,19.8555,0,L,FALSE,N,FALSE
IDR000003566,2019,L,N,55.0475,0,52.4075,0,L,FALSE,N,FALSE
IDR000003566,2021,L,N,65.4,0,65.4,0,L,FALSE,N,FALSE
IDR000003566,2023,L,N,85.8355,0,85.8355,0,L,FALSE,N,FALSE
IDR000202077,2015,L,N,144.6315,0,144.6315,0,L,FALSE,N,FALSE
IDR000202077,2017,L,N,164.439,0,160.429,0,L,FALSE,N,FALSE
IDR000202077,2019,L,N,119.747,0,119.747,0,L,FALSE,N,FALSE
IDR000202077,2021,L,N,122.1775,0,122.1775,0,L,FALSE,N,FALSE
IDR000202077,2023,L,N,101.6805,0,101.6805,0,L,FALSE,N,FALSE
IDR000203695,2015,L,N,45.7525,0,44.2035,0,L,FALSE,N,FALSE
IDR000203695,2017,L,N,43.9595001,0,39.5145,0,L,FALSE,N,FALSE
IDR000203695,2019,L,N,18.4365,0,20.2845,0,L,FALSE,N,FALSE
IDR000203695,2021,L,N,31.5215,0,31.5215,0,L,FALSE,N,FALSE
IDR000203695,2023,L,N,27.9745,0,27.9745,0,L,FALSE,N,FALSE
IL0000055939,2015,L,N,61.5465426,0,61.5465426,0,L,FALSE,N,FALSE
IL0000055939,2017,L,N,48.1219611,0,48.1219611,0,L,FALSE,N,FALSE
IL0000055939,2019,L,N,90.709,0,90.709,0,L,FALSE,N,FALSE
IL0000055939,2021,L,N,61.4210027,0,61.4210027,0,L,FALSE,N,FALSE
IL0000055939,2023,L,N,64.5705,0,64.5705,0,L,FALSE,N,FALSE
IL0000125633,2015,L,N,57.8495,0,57.8495,0,L,FALSE,N,FALSE
IL0000125633,2017,L,N,58.9172,0,58.9172,0,L,FALSE,N,FALSE
IL0000125633,2019,L,N,61.014565,0,61.014565,0,L,FALSE,N,FALSE
IL0000125633,2021,L,N,60.497,0,60.49701,0,L,FALSE,N,FALSE
IL0000125633,2023,L,N,80.009755,0,80.009755,0,L,FALSE,N,FALSE
IL0000245381,2015,L,N,63.3535,0,63.3535,0,L,FALSE,N,FALSE
IL0000245381,2017,L,N,68.5095,0,68.5095,0,L,FALSE,N,FALSE
IL0000245381,2019,L,N,75.4435,0,75.4435,0,L,FALSE,N,FALSE
IL0000245381,2021,L,N,60.8025,0,60.8025,0,L,FALSE,N,FALSE
IL0000245381,2023,L,N,52.00399,0,52.00399,0,L,FALSE,N,FALSE
IL0000263095,2015,L,N,809.7820144,0,809.7820144,0,L,FALSE,N,FALSE
IL0000263095,2017,L,N,1037.3327833,0,1037.3327833,0,L,FALSE,N,FALSE
IL0000263095,2019,L,N,733.411144,0,733.411144,0,L,FALSE,N,FALSE
IL0000263095,2021,L,N,1124.353574,0,1124.353574,0,L,FALSE,N,FALSE
IL0000263095,2023,L,N,606.99,0,606.99,0,L,FALSE,N,FALSE
IL0000340703,2015,L,N,47.66,0,47.66,0,S,FALSE,N,FALSE
IL0000340703,2017,L,N,96.6,0,96.6,0,L,FALSE,N,FALSE
IL0000340703,2019,L,N,83.233,0,83.233,0,L,FALSE,N,FALSE
IL0000340703,2021,L,N,70.8750077,0,70.8750077,0,L,FALSE,N,FALSE
IL0000340703,2023,L,N,102.1900068,0,102.1900068,0,L,FALSE,N,FALSE
IL0000487694,2015,L,N,164.3485,0,164.3485,0,L,FALSE,N,FALSE
IL0000487694,2017,L,N,155.6032853,0,149.7532853,0,L,FALSE,N,FALSE
IL0000487694,2019,L,N,179.438,0,179.438,0,L,FALSE,N,FALSE
IL0000487694,2021,L,Y,108.3509999,0.1325,108.351,0,L,FALSE,N,FALSE
IL0000487694,2023,L,Y,150.611,0.375,150.236,0,L,FALSE,N,FALSE
IL0000875583,2015,L,N,467.97,0,467.97,0,L,FALSE,N,FALSE
IL0000875583,2017,L,Y,560.8615,5.9915,560.8615,0,L,FALSE,N,FALSE
IL0000875583,2019,L,N,714.2645544,0,714.2645544,0,L,FALSE,N,FALSE
IL0000875583,2021,L,N,655.4785,0,655.4785,0,L,FALSE,N,FALSE
IL0000875583,2023,L,N,652.227,0,652.227,0,L,FALSE,N,FALSE
IL0000993410,2015,L,N,123.5842019,0,123.5842019,0,L,FALSE,N,FALSE
IL0000993410,2017,L,N,65.6749829,0,65.674983,0,L,FALSE,Y,FALSE
IL0000993410,2019,L,N,82.8945,0,82.895,0,L,FALSE,Y,FALSE
IL0000993410,2021,L,N,131.865,0,131.865,0,L,FALSE,N,FALSE
IL0000993410,2023,L,N,112.4985,0,112.4985,0,L,FALSE,N,FALSE
IL0001002047,2015,L,N,105.6379666,0,105.6379666,0,L,FALSE,N,FALSE
IL0001002047,2017,L,N,75.207632,0,75.207632,0,L,FALSE,N,FALSE
IL0001002047,2019,L,N,71.9190701,0,71.9190701,0,L,FALSE,N,FALSE
IL0001002047,2021,L,N,56.4786702,0,56.4786702,0,L,FALSE,N,FALSE
IL0001002047,2023,L,N,44.496,0,44.496,0,L,FALSE,N,FALSE
IL3890008946,2015,L,N,88.2966,0,41.41705,0,L,FALSE,Y,FALSE
IL3890008946,2017,L,N,48.4053,0,40.865,0,L,FALSE,Y,FALSE
IL3890008946,2019,L,N,108.1112,0,44.2487,0,L,FALSE,Y,FALSE
IL3890008946,2021,L,N,69.868085,0,34.9805,0,L,FALSE,Y,FALSE
IL3890008946,2023,L,N,257.5941644,0,217.22,0,L,FALSE,Y,FALSE
IL4140090222,2015,L,N,314.7675,0,317.6525,0,S,FALSE,N,FALSE
IL4140090222,2017,L,N,92.094,0,92.094,0,S,FALSE,N,FALSE
IL4140090222,2019,L,N,117.9355,0,117.9355,0,L,FALSE,N,FALSE
IL4140090222,2021,L,N,148.3755,0,148.3755,0,L,FALSE,N,FALSE
IL4140090222,2023,L,N,53.799,0,53.799,0,L,FALSE,N,FALSE
IL5210021833,2015,L,N,121.4345,0,121.435,0,L,FALSE,N,FALSE
IL5210021833,2017,L,N,228.380501,0,228.380501,0,L,FALSE,N,FALSE
IL5210021833,2019,L,N,161.6615,0,161.6615,0,L,FALSE,N,FALSE
IL5210021833,2021,L,N,136.2022292,0,136.2022292,0,L,FALSE,N,FALSE
IL5210021833,2023,L,N,59.5,0,59.5,0,L,FALSE,N,FALSE
IL6140090220,2015,L,N,199.9335,0,199.8935,0,L,FALSE,N,FALSE
IL6140090220,2017,L,N,104.663,0,109.373,0,L,FALSE,N,FALSE
IL6140090220,2019,L,N,502.0505,0,502.0505,0,L,FALSE,N,FALSE
IL6140090220,2021,L,N,695.413,0,695.413,0,L,FALSE,N,FALSE
IL6140090220,2023,L,N,362.649,0,362.649,0,L,FALSE,N,FALSE
ILD000187013,2015,L,N,51.375,0,51.375,0,L,FALSE,N,FALSE
ILD000187013,2017,L,N,32.8915,0,32.8915,0,L,FALSE,N,FALSE
ILD000187013,2019,L,N,47.909,0,47.909,0,L,FALSE,N,FALSE
ILD000187013,2021,L,N,44.8955,0,44.8955,0,L,FALSE,N,FALSE
ILD000187013,2023,L,N,50.5,0,50.5,0,L,FALSE,N,FALSE
ILD000608992,2015,L,N,26.62595,0,26.62595,0,L,FALSE,N,FALSE
